hypothesis,model,prompt_id,contest_number,context_prompt_url,N,TOPN_max,TOPN_media,TOPN_min,Real,Votos_Real,Votos_TOP1_Best
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,,,1,11.0,11.0,11.0,23.0,0.4782608695652174,0.4782608695652174
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,,,2,11.0,11.0,11.0,23.0,0.4782608695652174,0.4782608695652174
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,,,3,14.0,12.0,11.0,23.0,0.4782608695652174,0.4782608695652174
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,,,4,14.0,12.25,11.0,23.0,0.4782608695652174,0.4782608695652174
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,,,5,19.0,13.6,11.0,23.0,0.4782608695652174,0.4782608695652174
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,,,6,19.0,13.166666666666666,11.0,23.0,0.4782608695652174,0.4782608695652174
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,,,7,19.0,13.0,11.0,23.0,0.4782608695652174,0.4782608695652174
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,,,1,15.0,15.0,15.0,47.0,0.3191489361702128,0.3191489361702128
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,,,2,47.0,31.0,15.0,47.0,0.3191489361702128,0.3191489361702128
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,,,3,47.0,24.666666666666668,12.0,47.0,0.3191489361702128,0.3191489361702128
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,,,4,47.0,23.5,12.0,47.0,0.3191489361702128,0.3191489361702128
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,,,5,47.0,21.6,12.0,47.0,0.3191489361702128,0.3191489361702128
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,,,6,47.0,21.0,12.0,47.0,0.3191489361702128,0.3191489361702128
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,,,7,47.0,20.0,12.0,47.0,0.3191489361702128,0.3191489361702128
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,,,1,12.0,12.0,12.0,23.0,0.5217391304347826,0.5217391304347826
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,,,2,12.0,11.5,11.0,23.0,0.5217391304347826,0.5217391304347826
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,,,3,14.0,12.333333333333334,11.0,23.0,0.5217391304347826,0.5217391304347826
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,,,4,14.0,12.0,11.0,23.0,0.5217391304347826,0.5217391304347826
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,,,5,14.0,12.0,11.0,23.0,0.5217391304347826,0.5217391304347826
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,,,6,21.0,13.5,11.0,23.0,0.5217391304347826,0.5217391304347826
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,,,7,21.0,13.142857142857142,11.0,23.0,0.5217391304347826,0.5217391304347826
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,,,1,16.0,16.0,16.0,20.0,0.8,0.8
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,,,2,20.0,18.0,16.0,20.0,0.8,0.8
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,,,3,20.0,18.333333333333332,16.0,20.0,0.8,0.8
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,,,4,20.0,18.75,16.0,20.0,0.8,0.8
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,,,5,20.0,17.2,11.0,20.0,0.8,0.8
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,,,6,20.0,17.0,11.0,20.0,0.8,0.8
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,,,7,20.0,16.142857142857142,11.0,20.0,0.8,0.8
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,,,1,20.0,20.0,20.0,20.0,1.0,1.0
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,,,2,20.0,16.0,12.0,20.0,1.0,1.0
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,,,3,20.0,16.666666666666668,12.0,20.0,1.0,1.0
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,,,4,20.0,16.0,12.0,20.0,1.0,1.0
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,,,5,20.0,16.0,12.0,20.0,1.0,1.0
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,,,6,20.0,15.166666666666666,11.0,20.0,1.0,1.0
H2,text-embedding-3-large,316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,,,7,20.0,15.166666666666666,11.0,20.0,1.0,1.0
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,,,1,14.0,14.0,14.0,29.0,0.4827586206896552,0.4827586206896552
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,,,2,17.0,15.5,14.0,29.0,0.4827586206896552,0.4827586206896552
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,,,3,17.0,14.333333333333334,12.0,29.0,0.4827586206896552,0.4827586206896552
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,,,4,29.0,18.0,12.0,29.0,0.4827586206896552,0.4827586206896552
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,,,5,29.0,17.2,12.0,29.0,0.4827586206896552,0.4827586206896552
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,,,6,29.0,16.666666666666668,12.0,29.0,0.4827586206896552,0.4827586206896552
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,,,7,29.0,16.142857142857142,12.0,29.0,0.4827586206896552,0.4827586206896552
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,,,1,28.0,28.0,28.0,40.0,0.7,0.7
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,,,2,28.0,22.0,16.0,40.0,0.7,0.7
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,,,3,28.0,18.666666666666668,12.0,40.0,0.7,0.7
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,,,4,28.0,16.75,11.0,40.0,0.7,0.7
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,,,5,28.0,16.0,11.0,40.0,0.7,0.7
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,,,6,33.0,18.833333333333332,11.0,40.0,0.7,0.7
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,,,7,40.0,21.857142857142858,11.0,40.0,0.7,0.7
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,,,1,34.0,34.0,34.0,34.0,1.0,1.0
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,,,2,34.0,31.0,28.0,34.0,1.0,1.0
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,,,3,34.0,26.0,16.0,34.0,1.0,1.0
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,,,4,34.0,22.5,12.0,34.0,1.0,1.0
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,,,5,34.0,20.8,12.0,34.0,1.0,1.0
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,,,6,34.0,19.5,12.0,34.0,1.0,1.0
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,,,7,34.0,18.428571428571427,12.0,34.0,1.0,1.0
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-a-character-who-successfu/,,,1,11.0,11.0,11.0,29.0,0.3793103448275862,0.3793103448275862
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-a-character-who-successfu/,,,2,14.0,12.5,11.0,29.0,0.3793103448275862,0.3793103448275862
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-a-character-who-successfu/,,,3,29.0,18.0,11.0,29.0,0.3793103448275862,0.3793103448275862
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-a-character-who-successfu/,,,4,29.0,16.25,11.0,29.0,0.3793103448275862,0.3793103448275862
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-a-character-who-successfu/,,,5,29.0,16.2,11.0,29.0,0.3793103448275862,0.3793103448275862
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-a-character-who-successfu/,,,6,29.0,15.833333333333334,11.0,29.0,0.3793103448275862,0.3793103448275862
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-a-character-who-successfu/,,,7,29.0,15.285714285714286,11.0,29.0,0.3793103448275862,0.3793103448275862
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-huge-surprise-either-in-the-m/,,,1,12.0,12.0,12.0,41.0,0.2926829268292683,0.2926829268292683
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-huge-surprise-either-in-the-m/,,,2,12.0,11.5,11.0,41.0,0.2926829268292683,0.2926829268292683
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-huge-surprise-either-in-the-m/,,,3,12.0,11.666666666666666,11.0,41.0,0.2926829268292683,0.2926829268292683
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-huge-surprise-either-in-the-m/,,,4,15.0,12.5,11.0,41.0,0.2926829268292683,0.2926829268292683
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-huge-surprise-either-in-the-m/,,,5,41.0,18.2,11.0,41.0,0.2926829268292683,0.2926829268292683
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-huge-surprise-either-in-the-m/,,,6,41.0,19.0,11.0,41.0,0.2926829268292683,0.2926829268292683
H2,all-MiniLM-L12-v2,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-huge-surprise-either-in-the-m/,,,7,41.0,17.857142857142858,11.0,41.0,0.2926829268292683,0.2926829268292683
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,,,1,12.0,12.0,12.0,35.0,0.34285714285714286,0.34285714285714286
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,,,2,14.0,13.0,12.0,35.0,0.34285714285714286,0.34285714285714286
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,,,3,28.0,18.0,12.0,35.0,0.34285714285714286,0.34285714285714286
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,,,4,28.0,18.0,12.0,35.0,0.34285714285714286,0.34285714285714286
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,,,5,28.0,16.8,12.0,35.0,0.34285714285714286,0.34285714285714286
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,,,6,28.0,15.833333333333334,11.0,35.0,0.34285714285714286,0.34285714285714286
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,,,7,28.0,16.285714285714285,11.0,35.0,0.34285714285714286,0.34285714285714286
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,,,1,11.0,11.0,11.0,31.0,0.3548387096774194,0.3548387096774194
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,,,2,18.0,14.5,11.0,31.0,0.3548387096774194,0.3548387096774194
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,,,3,18.0,15.0,11.0,31.0,0.3548387096774194,0.3548387096774194
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,,,4,20.0,16.25,11.0,31.0,0.3548387096774194,0.3548387096774194
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,,,5,20.0,16.0,11.0,31.0,0.3548387096774194,0.3548387096774194
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,,,6,31.0,18.5,11.0,31.0,0.3548387096774194,0.3548387096774194
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,,,7,31.0,18.428571428571427,11.0,31.0,0.3548387096774194,0.3548387096774194
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,,,1,16.0,16.0,16.0,26.0,0.6153846153846154,0.6153846153846154
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,,,2,16.0,16.0,16.0,26.0,0.6153846153846154,0.6153846153846154
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,,,3,18.0,16.666666666666668,16.0,26.0,0.6153846153846154,0.6153846153846154
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,,,4,18.0,15.5,12.0,26.0,0.6153846153846154,0.6153846153846154
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,,,5,18.0,14.8,12.0,26.0,0.6153846153846154,0.6153846153846154
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,,,6,18.0,15.333333333333334,12.0,26.0,0.6153846153846154,0.6153846153846154
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,,,7,26.0,16.857142857142858,12.0,26.0,0.6153846153846154,0.6153846153846154
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,,,1,21.0,21.0,21.0,44.0,0.4772727272727273,0.4772727272727273
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,,,2,21.0,16.0,11.0,44.0,0.4772727272727273,0.4772727272727273
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,,,3,21.0,17.0,11.0,44.0,0.4772727272727273,0.4772727272727273
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,,,4,32.0,20.75,11.0,44.0,0.4772727272727273,0.4772727272727273
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,,,5,32.0,20.6,11.0,44.0,0.4772727272727273,0.4772727272727273
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,,,6,32.0,19.0,11.0,44.0,0.4772727272727273,0.4772727272727273
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,,,7,32.0,18.285714285714285,11.0,44.0,0.4772727272727273,0.4772727272727273
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,,,1,22.0,22.0,22.0,33.0,0.6666666666666666,0.6666666666666666
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,,,2,22.0,21.5,21.0,33.0,0.6666666666666666,0.6666666666666666
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,,,3,22.0,19.0,14.0,33.0,0.6666666666666666,0.6666666666666666
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,,,4,28.0,21.25,14.0,33.0,0.6666666666666666,0.6666666666666666
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,,,5,33.0,23.6,14.0,33.0,0.6666666666666666,0.6666666666666666
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,,,6,33.0,22.166666666666668,14.0,33.0,0.6666666666666666,0.6666666666666666
H2,all-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,,,7,33.0,23.285714285714285,14.0,33.0,0.6666666666666666,0.6666666666666666
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,,,1,14.0,14.0,14.0,30.0,0.4666666666666667,0.4666666666666667
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,,,2,14.0,13.0,12.0,30.0,0.4666666666666667,0.4666666666666667
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,,,3,14.0,12.333333333333334,11.0,30.0,0.4666666666666667,0.4666666666666667
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,,,4,14.0,12.0,11.0,30.0,0.4666666666666667,0.4666666666666667
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,,,5,14.0,12.4,11.0,30.0,0.4666666666666667,0.4666666666666667
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,,,6,14.0,12.333333333333334,11.0,30.0,0.4666666666666667,0.4666666666666667
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,,,7,16.0,12.857142857142858,11.0,30.0,0.4666666666666667,0.4666666666666667
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,,,1,17.0,17.0,17.0,21.0,0.8095238095238095,0.8095238095238095
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,,,2,17.0,15.5,14.0,21.0,0.8095238095238095,0.8095238095238095
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,,,3,17.0,14.0,11.0,21.0,0.8095238095238095,0.8095238095238095
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,,,4,21.0,15.75,11.0,21.0,0.8095238095238095,0.8095238095238095
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,,,5,21.0,15.0,11.0,21.0,0.8095238095238095,0.8095238095238095
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,,,6,21.0,14.5,11.0,21.0,0.8095238095238095,0.8095238095238095
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,,,7,21.0,15.0,11.0,21.0,0.8095238095238095,0.8095238095238095
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,,,1,28.0,28.0,28.0,59.0,0.4745762711864407,0.4745762711864407
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,,,2,28.0,19.5,11.0,59.0,0.4745762711864407,0.4745762711864407
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,,,3,28.0,18.0,11.0,59.0,0.4745762711864407,0.4745762711864407
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,,,4,28.0,20.0,11.0,59.0,0.4745762711864407,0.4745762711864407
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,,,5,28.0,18.2,11.0,59.0,0.4745762711864407,0.4745762711864407
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,,,6,28.0,18.833333333333332,11.0,59.0,0.4745762711864407,0.4745762711864407
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,,,7,28.0,17.857142857142858,11.0,59.0,0.4745762711864407,0.4745762711864407
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,,,1,13.0,13.0,13.0,37.0,0.35135135135135137,0.35135135135135137
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,,,2,13.0,13.0,13.0,37.0,0.35135135135135137,0.35135135135135137
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,,,3,14.0,13.333333333333334,13.0,37.0,0.35135135135135137,0.35135135135135137
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,,,4,14.0,13.25,13.0,37.0,0.35135135135135137,0.35135135135135137
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,,,5,14.0,13.4,13.0,37.0,0.35135135135135137,0.35135135135135137
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,,,6,18.0,14.166666666666666,13.0,37.0,0.35135135135135137,0.35135135135135137
H2,all-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,,,7,18.0,14.0,13.0,37.0,0.35135135135135137,0.35135135135135137
